id,name,address,city,department,country,kind,nit,phone,lat,lng,validation_status,confidence,precision,provider,evidence,distance_to_runt_anchor_m,address_consistency,runt_source_url,geocode_source_url
cda-bucaramanga-c-d-a-ciudad-bonita-ltda-d7579f871d,C.D.A. CIUDAD BONITA LTDA.,CARRERA 15 # 11 - 56 CARRERA 14 # 12-51,Bucaramanga,Santander,Colombia,CDA,900198494,6715522,7.134155750274658,-73.13123321533203,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture 4fa5b98b-4252-44e0-88ec-e8c6f0cbc3c1; teléfono RUNT coincide; nombre=CDA Ciudad Bonita; dirección=Carrera 15 11-56; score_nombre=0.920; confianza_fuente=0.993; web=http://www.cdaciudadbonita.com/,122.5,within_250m,https://www.runt.gov.co/directorio-de-actores,http://www.cdaciudadbonita.com/
cda-bucaramanga-c-d-a-las-motos-de-bucaramanga-s-a-s-6312586899,C.D.A. LAS MOTOS DE BUCARAMANGA S.A.S,CALLE 19A NO. 13-05,Bucaramanga,Santander,Colombia,CDA,900245155,6719928,7.1280293464660645,-73.13121795654297,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture cd6df0d0-4934-4119-8c3c-1752a17d7c8d; nombre y dirección coinciden; nombre=CDA Las Motos de Bucaramanga; dirección=Calle 19A 13-5; score_nombre=0.920; confianza_fuente=0.699; web=http://wa.link/ngfjox,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,http://wa.link/ngfjox
cda-bucaramanga-cda-bucaramanga-s-a-s-cfe90a6b03,CDA BUCARAMANGA S.A.S.,CRA 14 N. 12 - 91,Bucaramanga,Santander,Colombia,CDA,900357036,6714029,7.133829116821289,-73.13147735595703,confirmed_address,0.9264516129032259,address,overture_maps_2026-06-17,Overture 5dd8e740-47cf-4191-b0f7-53e831afb94c; dirección exacta coincide; nombre=Cda Bmanga; dirección=Carrera 14 12-91; score_nombre=0.581; confianza_fuente=0.560; web=http://www.tecnicomecanica.com.co/,94.5,within_100m,https://www.runt.gov.co/directorio-de-actores,http://www.tecnicomecanica.com.co/
cda-bucaramanga-cda-del-oriente-sas-ab76ccad0d,CDA DEL ORIENTE SAS,AVENIDA QUEBRADA SECA NO 12 19,Bucaramanga,Santander,Colombia,CDA,901104057,3142004023,7.105323791503906,-73.11927032470703,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture ccd38406-4e05-4218-8470-e5e4f33216b2; nombre comercial muy fuerte; nombre=Promotores del Oriente; dirección=Cra 16 #59-30 Km7 Vía Bucaramanga-Girón; score_nombre=0.920; confianza_fuente=0.620; web=http://promotores.com.co/; dirección RUNT y lugar comercial difieren,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,http://promotores.com.co/
cda-bucaramanga-cda-la-concordia-2498edee49,CDA LA CONCORDIA,CR 17 B 48 09 BRR LA CONCORDIA,Bucaramanga,Santander,Colombia,CDA,901430081,3112566150,7.118368148803711,-73.13604736328125,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture f6518097-abf2-4b94-acbe-3c31fa1247fc; nombre comercial muy fuerte; nombre=Reparaciones Slime Concordia; dirección=Carrera 1A 31; score_nombre=0.920; confianza_fuente=0.780; dirección RUNT y lugar comercial difieren,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://docs.overturemaps.org/getting-data/
cda-bucaramanga-cda-la-isla-de-la-52-a1d14d2bc9,CDA LA ISLA DE LA 52,CALLE 52 # 17 A - 38 / CALLE 52 # 17 A – 31,Bucaramanga,Santander,Colombia,CDA,900375005,6076424125,7.110649108886719,-73.11988067626953,confirmed_address,0.9178947368421053,address,overture_maps_2026-06-17,Overture b1eaf500-d8a2-439b-8360-dafe2c3783c1; dirección exacta coincide; nombre=CDA La Isla - Revisión Técnico Mecánica ; dirección=Calle 52 17A-38; score_nombre=0.474; confianza_fuente=0.878; web=https://cdalaisla.com/,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://cdalaisla.com/
cda-bucaramanga-cda-la-terminal-bga-96aaaacd9f,CDA LA TERMINAL BGA,TV METROPOLITANA 13 A 03 BRR CIUDAD VENECIA,Bucaramanga,Santander,Colombia,CDA,901465492,3183120123,7.13687801361084,-73.13166046142578,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture 8faa6af2-6fde-4d4d-9c5e-87a8715d9fa7; nombre comercial muy fuerte; nombre=Macri Motos BGA; dirección=Carrera 15 8-73; score_nombre=0.920; confianza_fuente=0.759; web=https://bit.ly/catálogo-macrimotos; dirección RUNT y lugar comercial difieren,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://bit.ly/catálogo-macrimotos
cda-bucaramanga-cda-la-virgen-0d0416e6fc,CDA LA VIRGEN,CR 15 N 3 -38,Bucaramanga,Santander,Colombia,CDA,901168625,6984850,7.14021110534668,-73.13321685791016,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture 2ba22f8b-4717-443a-870e-0836ee5be0d3; teléfono RUNT coincide; nombre=CDA La Virgen - Técnico Mecánica; dirección=Carrera 15 3-38; score_nombre=0.920; confianza_fuente=0.883; web=http://www.cdalavirgen.com/,95.5,within_100m,https://www.runt.gov.co/directorio-de-actores,http://www.cdalavirgen.com/
cda-bucaramanga-cda-practimoto-a012246d4f,CDA PRACTIMOTO,CARRERA 17 58-36,Bucaramanga,Santander,Colombia,CDA,901213767,6327777,7.1060943603515625,-73.11930084228516,confirmed_business,0.96,business,overture_maps_2026-06-17,Overture 0054475e-2605-4c87-8589-5011cad38b10; nombre y dirección coinciden; nombre=CDA PractiMoto; dirección=Carrera 17 58-36; score_nombre=1.000; confianza_fuente=0.951; web=https://g.co/kgs/1QgVJxo,38.6,within_100m,https://www.runt.gov.co/directorio-de-actores,https://g.co/kgs/1QgVJxo
cda-bucaramanga-cda-revitec-la-61-efa103beaf,CDA REVITEC LA 61,CL 61 # 17- E- 38 LA CEIBA,Bucaramanga,Santander,Colombia,CDA,900121415,3168757299,7.104629993438721,-73.11805725097656,confirmed_address,0.908,address,overture_maps_2026-06-17,Overture e21afdb4-5f2f-4788-a640-49aa7ae6150b; dirección exacta coincide; nombre=Cúrcuma Restaurante; dirección=Calle 61 17-38; score_nombre=0.350; confianza_fuente=0.701; web=http://WWW.HOTELLEONDORADO.CO/,250.6,within_750m,https://www.runt.gov.co/directorio-de-actores,http://WWW.HOTELLEONDORADO.CO/
cda-bucaramanga-cda-revitec-la-rosita-3ff2a780a7,CDA REVITEC LA ROSITA,AV LA ROSITA 25 # 25 53 BARRIO BOLIVAR,Bucaramanga,Santander,Colombia,CDA,901229714,3168757299,7.119312286376953,-73.1169204711914,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture ddd3623d-e039-4eeb-b393-79de24896cbd; nombre comercial muy fuerte; nombre=CDA La Rosita; dirección=Avenida La Rosita 25-53; score_nombre=0.920; confianza_fuente=0.967; web=http://www.cdalarosita.com/; dirección RUNT y lugar comercial difieren,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,http://www.cdalarosita.com/
cda-bucaramanga-cda-supercar-la-central-58c3f5ce82,CDA SUPERCAR LA CENTRAL,VIA PALENQUE 44 112 ACCESO A LOTE,Bucaramanga,Santander,Colombia,CDA,901171195,6768090,7.102719783782959,-73.16580200195312,approximate_not_confirmed,0.5,nearby_address_landmark,overture_maps_2026-06-17,"RUNT indica Vía Palenque 44-112. Se usa como ancla el lugar Overture 'IPS La Central', dirección Palenque Café Madrid-98, en el mismo sector; no confirma el negocio.",,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://docs.overturemaps.org/getting-data/
cda-bucaramanga-centro-de-diagnostico-automotor-de-la-di-aec6693e01,CENTRO DE DIAGNOSTICO AUTOMOTOR DE LA DIRECCION DE TRANSITO DE BUCARAMANGA,KM 4 AUTOPISTA BUCARAMANGA - GIRON,Bucaramanga,Santander,Colombia,CDA,890204109,6809641,7.128506660461426,-73.1269760131836,confirmed_business,0.96,business,overture_maps_2026-06-17,"Overture be5a3bd1-1abb-4aa1-bb96-de468dbf75b4; nombre comercial muy fuerte; nombre=CDA  Direccion de Transito de Bucaramanga; dirección=Kilómetro 4 Via Girón - Bucaramanga, Santander - Colombia.; score_nombre=1.000; confianza_fuente=0.784; web=https://www.transitobucaramanga.gov.co/cda-oficina.php; dirección RUNT y lugar comercial difieren",,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://www.transitobucaramanga.gov.co/cda-oficina.php
cda-bucaramanga-centro-de-diagnostico-automotor-la-27-co-06acd49f7f,CENTRO DE DIAGNOSTICO AUTOMOTOR LA 27 CON 34,CALLE 34 # 26 - 103,Bucaramanga,Santander,Colombia,CDA,900870492,6978355 3168311111,7.1231363000000005,-73.11912570000001,approximate_not_confirmed,0.58,street_intersection,openstreetmap_road_network,Se prioriza la dirección RUNT mediante road_intersection:calle 34/carrera 26; el lugar comercial overture_maps_2026-06-17 quedó a 1125 m y no coincidió por teléfono.,0.0,within_100m,https://www.runt.gov.co/directorio-de-actores,https://www.openstreetmap.org/copyright
cda-bucaramanga-centro-de-diagnostico-automotor-puerta-d-3280643fe0,CENTRO DE DIAGNOSTICO AUTOMOTOR PUERTA DEL SOL,CARRERA 27 NO.63 - 29,Bucaramanga,Santander,Colombia,CDA,900400721,6477454,7.105195999145508,-73.11338806152344,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture d7358713-9e36-4f69-a55d-58484bceea2e; teléfono RUNT coincide; nombre=Cda Puerta Del Sol Técnico Mecánica; dirección=Carrera 29-27; score_nombre=0.920; confianza_fuente=0.935; web=http://www.cdapuertadelsol.com/; dirección RUNT y lugar comercial difieren,52.2,within_100m,https://www.runt.gov.co/directorio-de-actores,http://www.cdapuertadelsol.com/
cda-bucaramanga-centro-de-diagnostico-automotor-santande-9d34b603ca,CENTRO DE DIAGNOSTICO AUTOMOTOR SANTANDER S A S,BLV BOLIVAR 15 88 - CARRERA 16 # 12 - 26,Bucaramanga,Santander,Colombia,CDA,901463948,3158882800,7.151209831237793,-73.13294219970703,confirmed_business,0.9112,business,overture_maps_2026-06-17,Overture 8db5a387-7f36-46b7-9617-c0166852d92e; teléfono RUNT coincide; nombre=Cda Santander ; dirección=Carrera 12 12 N-26; score_nombre=0.390; confianza_fuente=0.291; web=https://cdasantander.com/; dirección RUNT y lugar comercial difieren,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://cdasantander.com/
cda-bucaramanga-centro-de-diagnostico-automotriz-tecnofu-f34d196e88,CENTRO DE DIAGNOSTICO AUTOMOTRIZ TECNOFULL LA 9,AVENIDA QUEBRADA SECA # 11 48,Bucaramanga,Santander,Colombia,CDA,901091901,3153289114,7.120919227600098,-73.13113403320312,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture 0ea90037-fba9-4ee2-8afc-8b46da8fba95; nombre comercial muy fuerte; nombre=Revision Tecnico Mecanica CDA Tecnofull La 9; dirección=Avenida Quebrada Seca 11-48; score_nombre=0.920; confianza_fuente=0.845; web=https://cdatecnofullla9.com/; dirección RUNT y lugar comercial difieren,38.1,within_100m,https://www.runt.gov.co/directorio-de-actores,https://cdatecnofullla9.com/
cda-bucaramanga-certificado-nacional-tecnico-mecanico-s--843db4ff32,CERTIFICADO NACIONAL TECNICO MECANICO S.A,VIA GIRON KM 2,Bucaramanga,Santander,Colombia,CDA,804017188,6076319999,7.090671062469482,-73.1283187866211,confirmed_business,0.78,business,overture_maps_2026-06-17,Overture da50d5b2-c0c4-472b-a32a-74d228e6082b coincide por nombre con Certificado Nacional Tecnicomecánico y localidad Bucaramanga; el punto no aporta dirección ni teléfono para confirmar la sede al máximo nivel.,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://docs.overturemaps.org/getting-data/
cda-bucaramanga-certificado-nacional-tecnomecancio-s-a-77b42de2c1,CERTIFICADO NACIONAL TECNOMECANCIO S.A,CARRERA 19 NO 18 50 78 Y CALLE 19 NO 18 33,Bucaramanga,Santander,Colombia,CDA,804017188,6370212,7.139265060424805,-73.12921905517578,confirmed_business,0.941953488372093,business,overture_maps_2026-06-17,Overture 18c0772f-9ec9-48de-9eb3-6270ada3f8a4; nombre y cuadra coinciden; nombre=CDA La 19 Certificado Nacional TecnoMecánico S.A.; dirección=Carrera 19 # 18 - 50; score_nombre=0.774; confianza_fuente=0.850; web=http://cntcolombia.com/,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,http://cntcolombia.com/
cda-bucaramanga-certificado-nacional-tecnomecanico-s-a-8bfeb956e4,CERTIFICADO NACIONAL TECNOMECANICO S.A.,CARRERA 21 # 47 23,Bucaramanga,Santander,Colombia,CDA,804017188,6370212,7.090647220611572,-73.12823486328125,confirmed_business,0.9536,business,overture_maps_2026-06-17,Overture f7f45ced-a862-4e12-8c3a-7ce2dbaeb37d; nombre comercial muy fuerte; nombre=Certificado Nacional TecnoMecánico S.A. - CDA CNT Girón - Revisión Técnico Mecánica; dirección=Km 2 Autopista Giron - Bucaramanga; score_nombre=0.920; confianza_fuente=0.850; web=https://cntcolombia.com/; dirección RUNT y lugar comercial difieren,,anchor_not_available,https://www.runt.gov.co/directorio-de-actores,https://cntcolombia.com/
cda-bucaramanga-tecnico-mecanica-la-27-37da48969b,TECNICO MECANICA LA 27,CARRERA 27 # 48-58,Bucaramanga,Santander,Colombia,CDA,900947586,6076058114,7.116115570068359,-73.11534881591797,confirmed_business,0.96,business,overture_maps_2026-06-17,"Overture ubica 'Técnico mecánica la 27' exactamente en Carrera 27 48-58, coincidiendo con nombre y dirección RUNT; se descarta otra sede asociada al mismo teléfono en Floridablanca.",69.5,within_100m,https://www.runt.gov.co/directorio-de-actores,https://docs.overturemaps.org/getting-data/
cea-bucaramanga-academia-tecnica-de-conductores-practi-c-c3406e00e2,ACADEMIA TECNICA DE CONDUCTORES PRACTI-CAR,CARRERA 36 NO 42 - 07 BARRIO EL PRADO,Bucaramanga,Santander,Colombia,CEA,63517827,6327777,7.121363639831543,-73.10953521728516,confirmed_address,0.9088,address,overture_maps_2026-06-17,Overture 06ee9b11-0314-47b6-8718-05840dc1ca62; dirección exacta coincide; nombre=Cea PractiCar; dirección=Carrera 36 42-07; score_nombre=0.360; confianza_fuente=0.812; web=https://atom.bio/ceapracticar,15.1,within_100m,https://www.runt.gov.co/directorio-de-actores,https://atom.bio/ceapracticar
cea-bucaramanga-autoaprender-s-a-s-d822f050d0,AUTOAPRENDER S.A.S.,AVENIDA QUEBRADA SECA # 33-24,Bucaramanga,Santander,Colombia,CEA,901066264,6914665,7.129549503326416,-73.11524963378906,confirmed_business,0.96,business,overture_maps_2026-06-17,Overture 48fc9f1e-1ea0-420f-aa93-fb75f1351a83; nombre comercial muy fuerte; nombre=Autoaprender S.A.S; dirección=Avenida Quebradaseca 33-24; score_nombre=1.000; confianza_fuente=0.611; web=https://www.autoaprender.com/; dirección RUNT y lugar comercial difieren,99.6,within_100m,https://www.runt.gov.co/directorio-de-actores,https://www.autoaprender.com/
cea-bucaramanga-c-e-a-auto-oriente-de7ec8c4aa,C.E.A AUTO ORIENTE,CR 23 55 19,Bucaramanga,Santander,Colombia,CEA,901517095,3155680575,7.10975,-73.11514,confirmed_address,0.82,address_interpolation,overture_maps_2026-06-17,RUNT indica Carrera 23 55-19. Se interpola entre anclas Overture de Carrera 23 55-13 y 55-28; se descarta un lugar asociado por teléfono a más de 4 km y con dirección incompatible.,20.6,within_100m,https://www.runt.gov.co/directorio-de-actores,https://docs.overturemaps.org/getting-data/
